-251,9,-1,73,-65,-34,-666,319,276
-250,14,6,65,-74,11,-671,324,276
-249,11,-1,67,43,-7,-666,324,276
-251,12,-2,73,69,-34,-668,322,279
-253,8,4,2,-56,-63,-664,319,281
-251,12,-7,99,-43,-8,-672,326,277
-250,12,4,51,-201,-38,-669,322,276
-248,11,7,25,27,-77,-668,324,278
-251,8,-14,23,156,-111,-668,321,277
-250,9,4,-26,-41,-84,-672,321,277
-252,12,1,41,94,-35,-671,320,275
-253,11,-2,52,44,-11,-672,321,275
-253,7,0,95,-73,27,-673,321,276
-249,15,1,75,-20,63,-672,324,275
-251,7,-1,115,56,15,-672,324,277
-248,14,-1,124,74,23,-668,320,275
-249,10,-8,108,8,-4,-673,323,272
-251,13,0,36,-75,-13,-665,323,272
-250,9,-2,66,-65,-32,-670,324,277
-250,11,-3,57,-90,-29,-668,318,271
-250,12,3,38,-105,-4,-670,323,274
-250,10,-5,96,-15,-40,-667,321,272
-251,10,-1,42,-76,-43,-672,323,277
-251,11,3,41,-117,-14,-669,321,276
-250,12,4,59,-48,-47,-671,324,278
-250,10,-6,78,27,-65,-670,323,276
-250,10,1,31,-126,-49,-670,322,276
-250,12,1,65,-72,-19,-670,324,279
-249,13,-8,56,27,-48,-668,325,276
-252,9,5,12,-155,-85,-671,319,277
-250,14,0,79,-82,-1,-669,319,276
-251,8,-2,59,-53,-69,-672,323,278
-249,11,-1,85,-77,1,-665,322,276
-248,12,4,40,-75,-27,-674,324,278
-250,12,2,62,38,-37,-664,318,275
-252,8,2,82,151,-82,-673,324,280
-250,7,-6,67,176,-61,-666,317,277
-252,8,-8,73,51,-60,-671,321,274
-251,9,1,75,-148,-32,-668,322,275
-247,12,4,5,-96,-25,-675,322,277
-248,8,0,48,69,-81,-670,319,278
-251,10,0,15,45,-89,-674,325,279
-253,7,-2,50,-55,-74,-667,320,277
-251,12,-3,84,-145,10,-672,323,280
-249,12,1,86,-201,10,-668,317,278
-247,13,1,27,-135,-30,-669,318,277
-249,12,-6,88,41,-47,-673,321,276
-252,8,1,48,-79,-25,-670,320,274
-251,10,0,93,-80,17,-670,323,279
-251,9,7,94,-139,4,-665,318,278
-251,11,-2,96,-21,-28,-668,322,277
-250,8,-4,53,-33,-17,-672,316,276
-249,11,0,72,-45,-34,-670,324,278
-253,6,1,97,-138,-15,-667,317,277
-249,14,1,162,-181,79,-673,320,277
-251,14,4,62,-114,-24,-666,317,279
-250,7,-3,28,39,-94,-672,323,277
-249,10,0,-14,-21,-53,-667,318,277
-250,11,1,3,-43,-33,-664,321,279
-250,9,1,67,-21,-46,-669,319,275
-252,13,3,29,-34,-17,-667,318,278
-252,9,5,34,136,-71,-668,320,280
-250,9,-3,43,213,-10,-665,317,280
-249,9,-4,42,136,-37,-667,315,275
-249,10,-1,22,62,-23,-667,318,277
-253,8,-2,70,-42,-1,-672,321,277
-249,8,0,94,-93,-21,-666,314,277
-250,10,2,28,-23,-72,-670,321,279
-251,6,-2,20,11,-106,-666,319,273
-250,11,0,31,-63,-37,-671,321,275
-252,11,1,41,-98,-28,-669,319,273
-252,8,-1,93,-154,17,-669,319,277
-250,11,5,101,-199,36,-668,321,274
-249,10,2,60,-37,39,-668,320,278
-250,8,-8,98,71,-76,-665,317,277
-247,8,1,3,-130,-57,-668,316,278
-249,11,-2,33,-46,-64,-668,319,277
-251,12,3,63,-159,-20,-671,319,275
-251,11,3,74,-54,2,-667,319,274
-248,14,3,35,49,-3,-666,316,276
-251,6,-8,34,124,-92,-671,319,276
-250,7,-2,15,-91,-47,-666,317,278
-250,11,4,35,-156,-4,-674,317,275
-249,12,1,97,-1,-14,-668,316,279
-251,10,-9,123,-20,15,-670,319,278
-253,9,1,78,-182,-20,-666,315,276
-250,11,4,89,-144,83,-670,321,281
-251,10,1,103,-19,-13,-665,317,276
-252,10,0,82,1,39,-671,319,278
-250,9,1,62,-71,8,-668,317,279
-249,9,0,41,-51,-48,-668,318,279
-250,8,-1,86,-88,21,-666,315,274
-252,11,2,115,-62,14,-666,321,278
-252,14,11,69,-90,2,-669,317,279
-251,9,-2,61,159,-109,-665,321,277
-249,4,-6,50,42,-117,-670,319,279
-249,8,3,50,-61,16,-665,318,276
-250,13,0,97,19,35,-668,316,280
-251,10,2,48,3,-36,-668,317,276
-251,9,-2,28,68,-44,-671,324,278
-251,10,0,46,9,3,-665,319,276
-251,7,0,72,-4,-39,-670,324,278
-249,11,0,2,-72,14,-665,314,275
-252,11,3,40,72,-51,-673,321,280
-252,9,1,54,8,-45,-665,318,278
-252,9,3,62,40,-49,-670,320,279
-251,10,-1,64,86,-7,-667,318,277
-252,10,2,49,-10,-41,-669,318,279
-252,10,1,79,20,-38,-666,315,274
-251,10,1,28,6,-52,-672,317,274
-251,10,1,58,73,-17,-668,316,276
-251,11,-3,94,14,-16,-666,320,273
-250,9,2,98,-113,-3,-673,321,277
-253,9,-2,83,-26,2,-670,320,275
-251,10,2,79,-68,-4,-671,321,276
-251,9,2,65,-6,-43,-664,317,274
-248,10,-1,65,-6,-43,-664,317,274
-249,10,-2,28,49,-66,-667,321,278
-249,10,-4,-3,99,-62,-668,318,273
-252,11,-3,43,25,-47,-671,319,277
-250,11,4,-5,-53,-24,-667,317,276
-250,8,-4,53,79,-43,-672,321,278
-250,10,-2,76,-49,-15,-669,318,277
-252,9,-1,118,-111,23,-672,321,273
-248,10,-3,99,-124,12,-668,318,277
-250,8,1,111,-173,-22,-668,319,279
-250,13,2,51,-140,-10,-670,319,275
-253,11,5,20,-34,-68,-666,319,277
-253,10,1,35,66,-86,-671,320,276
-250,6,-1,105,37,-25,-673,319,277
-247,11,-9,72,-109,36,-672,322,276
-248,10,1,47,-194,-10,-670,317,278
-250,11,7,-5,-52,-44,-675,319,277
-254,6,3,58,163,-76,-667,319,274
-251,10,-6,81,77,30,-672,323,277
-252,10,-1,88,-48,-11,-670,318,275
-250,11,-2,102,-82,-1,-672,320,276
-249,7,1,44,-219,-42,-668,319,277
-248,10,2,53,-104,-28,-673,319,282
-251,7,4,-3,28,-94,-670,320,278
-252,9,-4,70,125,-85,-673,320,279
-252,10,5,23,18,-50,-673,318,274
-252,8,-3,47,125,-32,-672,319,274
-249,6,-12,94,28,-35,-673,320,275
-249,10,-1,89,-204,16,-671,318,276
-248,13,6,41,-143,30,-673,314,276
-251,9,-4,80,69,-41,-669,319,274
-252,8,-3,32,-97,-53,-672,320,277
-251,13,4,24,-83,-20,-668,318,276
-252,8,3,52,65,-42,-673,320,276
-250,10,-10,128,71,6,-672,317,280
-249,10,-5,121,-109,1,-673,321,277
-250,10,4,54,-103,-3,-667,315,273
-251,9,1,56,91,-37,-672,319,275
-251,11,6,33,54,-30,-668,313,275
-252,6,-1,72,266,-48,-673,323,272
-250,9,-5,71,25,-23,-671,320,275
-250,8,-11,143,-115,5,-677,317,275
-252,7,4,123,-284,49,-672,317,275
-248,12,0,111,-64,49,-673,321,275
-250,10,1,37,7,-82,-674,317,272
-251,9,-2,-17,90,-90,-673,320,277
-253,9,-9,91,157,-52,-672,321,276
-252,7,-1,53,-124,-16,-672,320,274
-251,11,3,89,-198,-2,-673,320,275
-248,13,5,94,11,-25,-669,315,272
-249,8,-12,92,136,-83,-671,322,275
-252,7,-1,43,-62,-49,-672,316,273
-250,10,3,43,-79,-12,-675,321,275
-249,11,-8,83,63,-23,-668,316,271
-251,7,-4,57,-91,-60,-679,319,274
-248,9,4,34,-160,-15,-670,318,272
-250,6,-2,35,-18,-46,-678,323,275
-250,9,-1,27,-29,-48,-672,319,273
-250,7,-1,60,7,-54,-670,321,277
-252,10,-6,50,-144,-2,-669,316,274
-251,11,4,14,-213,-20,-675,317,277
-252,11,6,15,-67,-31,-672,320,274
-250,7,0,69,87,-27,-670,322,274
-248,9,-3,107,130,21,-675,316,274
-250,7,-4,71,38,-8,-671,315,273
-248,8,-6,93,-24,-25,-674,316,276
-250,11,1,89,-73,10,-668,314,271
-251,11,-2,92,-20,-23,-670,317,275
-251,9,1,45,-39,-56,-668,316,272
-252,7,-2,56,-4,-25,-672,317,274
-251,7,1,67,-89,-26,-671,319,272
-250,11,4,96,-86,26,-672,320,275
-251,8,3,61,38,-2,-671,316,273
-249,9,-2,83,119,-21,-673,321,277
-247,12,-6,61,61,-15,-669,315,274
-253,7,1,39,-16,-87,-670,317,273
-251,13,2,27,-34,31,-670,318,271
-252,6,0,120,84,-79,-674,318,273
-252,9,-6,123,111,37,-672,316,275
-246,11,-1,18,29,38,-668,317,275
-249,6,-8,68,163,-23,-674,317,274
-248,9,-5,78,39,0,-667,317,269
-247,6,-14,116,35,23,-670,316,271
-250,7,-1,21,-154,-24,-668,318,271
-253,9,-1,-9,-168,-33,-676,320,271
-253,10,7,-14,-113,-34,-671,317,270
-254,11,1,57,122,-47,-672,318,274
-252,8,-5,16,35,-108,-670,316,270
-251,11,-1,49,-91,14,-671,315,273
-251,10,2,71,-46,7,-668,317,272
-251,8,-6,78,76,-44,-672,319,272
-247,9,1,89,-43,37,-670,318,272
-252,7,-5,92,-34,-22,-671,318,271
-250,12,2,82,-72,24,-669,317,271
-251,13,-2,83,21,5,-671,319,273
-252,10,1,49,-63,-37,-672,316,272
-251,7,-3,63,-22,-36,-672,320,275
-250,9,3,41,-12,-18,-674,316,272
-250,9,-2,82,73,-43,-670,316,274
-250,8,-3,76,62,-43,-678,316,271
-253,3,3,54,-30,-34,-670,316,273
-253,3,3,80,40,-26,-670,316,273
-248,14,-10,115,61,43,-671,315,271
-246,11,0,19,-91,-113,-668,316,272
-247,10,-9,-16,-8,-104,-673,318,274
-250,3,-5,57,-56,-61,-672,315,272
-249,14,-12,93,-159,78,-674,320,272
-248,13,7,32,-288,-24,-669,313,273
-252,8,1,-1,45,-87,-673,319,271
-254,8,1,32,74,-46,-670,318,271
-254,12,6,53,200,-45,-673,319,271
-252,6,-5,75,157,-65,-672,319,271
-251,7,-1,51,79,-23,-676,314,272
-247,7,-9,92,207,-22,-675,314,268
-248,10,2,-0,134,-15,-675,317,269
-247,5,-15,-143,395,-107,-674,318,265
-252,9,-13,43,249,-90,-675,316,266
-254,10,10,-53,-217,-14,-680,318,270
-252,9,-9,73,137,-29,-672,316,265
-251,6,1,51,89,-97,-679,316,266
-248,10,-19,118,157,-35,-674,314,268
-250,5,-9,86,-157,-53,-676,321,269
-250,13,2,65,-152,36,-675,314,269
-251,9,-5,99,41,-29,-679,320,267
-252,6,-9,105,-0,-7,-674,313,268
-248,10,0,76,-142,19,-675,319,270
-250,7,-7,72,83,-48,-669,311,265
-249,8,-9,70,132,-9,-675,317,270
-251,9,-2,38,121,-52,-676,313,267
-251,9,-14,76,43,-34,-678,315,268
-251,9,0,39,-78,-38,-682,314,267
-249,9,-14,69,59,0,-680,316,265
-251,3,-10,111,-132,-20,-680,318,262
-246,15,5,43,-163,70,-677,317,267
-252,6,-7,53,82,-52,-677,321,265
-253,11,-1,27,63,-18,-674,316,267
-252,7,-12,48,86,-66,-683,318,265
-253,11,-9,34,-155,-5,-674,317,267
-249,17,7,7,-212,54,-679,316,264
-252,5,-8,62,188,-46,-673,314,267
-249,13,-1,40,163,68,-682,320,266
-249,5,-16,154,250,-7,-678,317,264
-248,14,-15,123,81,50,-679,319,262
-252,4,-6,108,-204,-75,-680,319,265
-252,9,-1,64,-213,24,-679,315,269
-250,9,1,82,-94,-11,-679,319,266
-250,7,-13,87,189,-67,-678,319,263
-251,7,-8,81,11,-74,-680,317,262
-250,9,-11,40,11,-58,-679,316,262
-250,10,-4,23,-99,-49,-680,319,265
-252,6,-10,100,-68,-20,-676,317,263
-249,11,-3,90,-166,73,-682,320,266
-248,12,-7,110,-96,24,-675,320,264
-251,12,-6,60,-34,-31,-680,319,264
-252,8,-5,63,104,-31,-677,318,261
-251,9,-14,61,33,-25,-683,319,267
-251,8,-4,65,3,-11,-679,314,262
-251,10,-9,104,67,10,-682,316,264
-251,10,-2,82,50,19,-677,316,263
-252,9,4,82,195,-6,-680,320,261
-249,8,-22,137,428,-5,-678,319,261
-252,8,-15,187,170,-32,-684,318,260
-251,7,-3,79,-54,-71,-680,319,260
-252,8,-3,112,85,-31,-683,318,256
-252,9,-11,82,79,-23,-679,317,258
-249,6,-7,43,128,-26,-680,316,255
-249,6,-25,132,127,12,-685,320,259
-250,7,-4,79,-357,32,-678,318,258
-249,13,1,21,-253,11,-679,320,257
-251,10,-7,69,92,-39,-676,313,252
-252,7,-5,22,87,-52,-678,319,262
-251,11,-5,89,148,-23,-678,316,260
-249,10,-13,106,262,-8,-684,318,258
-248,9,-11,-7,211,-49,-679,317,253
-249,9,-12,33,232,9,-684,319,258
-248,7,-19,33,184,-27,-682,317,258
-249,10,-8,-19,-72,-5,-686,320,253
-253,7,-1,-75,163,-62,-680,317,255
-250,3,-28,47,312,-57,-683,321,256
-249,8,-24,46,-180,14,-684,319,256
-248,9,-18,74,-547,-2,-685,318,259
-248,10,1,81,-489,50,-679,320,256
-251,11,-19,147,-253,46,-677,317,257
-250,12,-10,85,-521,88,-683,317,260
-249,9,-14,99,-562,41,-672,316,263
-250,7,2,109,-676,14,-681,319,263
-247,13,0,85,-562,39,-674,316,264
-253,5,1,24,-561,-53,-677,320,268
-252,8,-10,107,-336,-21,-672,317,268
-252,9,6,119,-475,15,-678,321,270
-250,14,-1,126,-208,53,-671,320,271
-253,7,-6,94,-174,-42,-677,322,271
-249,11,-6,20,-322,1,-668,318,272
-248,7,-1,-48,-303,-107,-676,322,273
-249,7,-6,18,-338,-40,-670,321,272
-248,12,0,51,-407,40,-669,317,276
