-121.428,-5.78387,4.64797
-121.459,-5.80281,4.62379
-121.516,-5.87093,4.64265
-121.514,-5.91363,4.53635
-121.457,-5.88861,4.34808
-121.484,-5.90908,4.56797
-121.54,-5.89555,4.69617
-121.53,-5.98437,4.62703
-121.525,-5.97704,4.50395
-121.568,-6.05644,4.5952
-121.531,-6.02119,4.44856
-121.487,-5.99932,4.31381
-121.498,-5.94284,4.47674
-121.511,-5.90039,4.64209
-121.573,-5.89247,4.87379
-121.627,-5.8002,4.82554
-121.724,-5.87762,4.8426
-121.721,-5.96297,4.53109
-121.69,-6.00122,4.24905
-121.765,-6.05622,4.27895
-121.805,-6.07111,4.2805
-121.805,-6.11265,4.23589
-121.777,-6.12467,4.20119
-121.791,-6.07293,4.25844
-121.831,-6.10426,4.3352
-121.789,-6.12151,4.19355
-121.805,-6.12282,4.29102
-121.897,-6.17641,4.50055
-121.888,-6.18526,4.3513
-121.858,-6.2082,4.25854
-121.869,-6.12838,4.30604
-121.913,-6.18109,4.45134
-121.921,-6.16575,4.3987
-121.927,-6.12712,4.44737
-121.88,-5.93102,4.78569
-121.903,-5.89685,5.37243
-122.011,-5.86464,5.90512
-121.984,-5.74274,6.14886
-122.194,-5.62787,7.18866
-122.234,-5.49884,7.59588
-122.357,-5.23843,8.4755
-122.537,-5.03735,9.03222
-122.645,-4.98989,9.22926
-122.597,-4.96044,9.15849
-122.635,-4.95435,9.53966
-122.62,-4.78808,9.83028
-122.507,-4.67448,10.0057
-122.424,-4.76063,10.4033
-122.379,-4.76687,10.9944
-122.333,-4.5264,11.6133
-122.355,-4.3567,12.5838
-122.54,-4.43158,13.6386
-122.553,-4.43225,14.1569
-122.576,-4.38507,15.1315
-122.928,-4.48371,17.0724
-123.267,-4.42287,18.3573
-123.231,-4.37312,18.7261
-123.149,-4.47443,19.822
-123.454,-4.50171,21.8276
-123.517,-4.42513,22.4216
-123.425,-4.31363,22.7185
-123.389,-4.27096,23.4327
-123.332,-4.20868,24.1114
