-127.248,-9.09842,8.26319
-127.248,-9.12663,8.25768
-127.281,-9.11045,8.38274
-127.28,-9.0842,8.41258
-127.311,-9.11242,8.52649
-127.314,-9.10574,8.5321
-127.304,-9.12183,8.56038
-127.306,-9.07028,8.61871
-127.289,-9.13164,8.6256
-127.281,-9.12712,8.67822
-127.3,-9.10707,8.76007
-127.307,-9.11474,8.7706
-127.284,-9.12815,8.76509
-127.286,-9.16822,8.79086
-127.291,-9.16679,8.85355
-127.306,-9.17376,8.8537
-127.31,-9.15506,8.81146
-127.322,-9.17133,8.83776
-127.335,-9.1621,8.82895
-127.339,-9.17845,8.81293
-127.338,-9.14926,8.85146
-127.33,-9.14606,8.86572
-127.322,-9.19282,8.86353
-127.33,-9.15671,8.9131
-127.326,-9.17241,8.85524
-127.34,-9.13478,8.86973
-127.328,-9.13637,8.84264
-127.341,-9.11337,8.93334
-127.347,-9.13764,8.94286
-127.337,-9.11632,8.9468
-127.333,-9.11615,8.9207
-127.345,-9.08981,8.95975
-127.35,-9.10107,8.93453
-127.37,-9.09576,8.98322
-127.348,-9.10269,8.92024
-127.372,-9.09096,8.97584
-127.356,-9.06802,8.94458
-127.356,-9.08675,8.8982
-127.334,-9.06168,8.89323
-127.334,-9.10739,8.93783
-127.333,-9.10573,8.89861
-127.339,-9.0836,8.91018
-127.363,-9.05529,8.94955
-127.352,-9.02677,8.91158
-127.371,-9.05299,8.98048
-127.374,-9.05984,8.98546
-127.39,-9.03571,9.00433
-127.383,-8.98486,8.98983
-127.367,-9.02959,8.93132
-127.393,-8.995,9.0434
-127.411,-9.00761,9.07533
-127.397,-8.96786,9.07393
-127.389,-9.0036,9.06383
-127.421,-8.98003,9.14011
-127.445,-8.97686,9.11239
-127.478,-8.95614,9.12507
-127.476,-8.93222,9.0742
-127.489,-8.90324,9.0683
-127.495,-8.89503,9.03236
-127.513,-8.89131,9.05558
-127.503,-8.87249,9.053
-127.502,-8.80037,9.02823
-127.534,-8.81312,9.11696
-127.573,-8.79144,9.14125
-127.631,-8.73748,9.20589
-127.678,-8.66203,9.26715
-127.692,-8.55987,9.14461
-127.677,-8.48888,8.99926
-127.683,-8.46001,9.05254
-127.686,-8.427,9.12169
-127.649,-8.40899,9.05692
-127.588,-8.34104,9.02734
-127.566,-8.29966,9.14905
-127.579,-8.32805,9.28756
-127.591,-8.30697,9.30323
-127.512,-8.32951,9.04675
-127.588,-8.28543,9.19039
-127.63,-8.18682,9.28707
-127.752,-8.17322,9.6868
-127.612,-8.10209,9.14123
-127.78,-7.90989,9.621
-127.838,-7.67439,9.58044
-127.836,-7.71089,9.34362
-127.959,-7.48322,9.57077
-128.164,-7.18426,9.15858
-128.743,-6.88359,9.53161
-129.896,-6.17931,10.8518
-132.779,-6.51274,12.702
-136.473,-5.76773,12.768
-141.271,-4.2976,12.6799
-147.839,-2.63203,14.3784
-158.115,-0.496336,16.8264
-168.859,-0.193411,16.1388
179.335,-1.02757,13.7411
168.284,0.835957,13.2133
159.616,3.4754,12.7963
159.733,4.62177,10.3734
158.437,1.83466,6.14181
155.59,-0.139939,7.9997
153.453,-0.267823,5.04786
152.291,-1.02166,1.62919
152.258,-1.83453,-1.41062
153.297,-3.23163,-3.86347
153.946,-4.4732,-3.91547
153.993,-4.39487,-3.00072
153.949,-3.77751,-2.46313
154.207,-4.16592,-2.45607
154.701,-5.02121,-1.9517
154.943,-5.71841,-0.694765
155.331,-6.27005,-0.577851
155.639,-6.23709,0.346831
155.929,-6.33518,1.05833
156.247,-6.6053,1.40733
156.635,-6.75671,1.60299
156.756,-6.81861,2.50579
156.955,-6.81831,3.13208
157.22,-7.252,2.8519
157.4,-7.76465,2.79201
157.497,-7.9299,3.30314
157.533,-7.95203,3.69336
157.52,-8.00796,4.02021
157.834,-7.97745,3.45651
158.112,-7.87507,3.09477
158.058,-7.59952,3.91599
158.13,-7.21716,4.17887
158.447,-6.98177,4.05628
158.566,-6.89145,4.42973
158.611,-6.96923,4.84213
158.727,-7.13806,4.75762
158.801,-7.15326,4.82543
158.906,-7.23408,4.79081
158.835,-7.14297,5.41464
158.83,-7.15585,5.48587
159.026,-7.08999,4.99842
159.062,-6.99705,5.2239
159.073,-7.01648,5.19624
159.185,-7.11636,4.93807
159.161,-7.07521,5.3342
159.281,-6.98986,5.17544
159.545,-6.93566,4.71145
159.688,-6.91261,4.78208
159.696,-6.9036,5.36707
159.772,-6.94049,5.40948
159.985,-7.07492,4.99991
160.115,-7.01885,5.0912
160.121,-6.79786,5.5457
160.083,-6.8339,5.85165
160.153,-7.00679,5.7537
160.299,-6.9858,5.51525
160.339,-6.87017,5.58437
160.5,-6.88267,5.26727
160.641,-6.82668,5.29148
160.694,-6.57904,5.64465
160.705,-6.50499,5.94886
160.741,-6.51653,5.93833
160.907,-6.45767,5.55731
160.86,-6.38422,6.12165
160.843,-6.3757,6.27626
160.994,-6.43015,5.799
